,track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,Year
117,Prelude and Fugue in c-minor op. 37: Fugue,Felix Mendelssohn,spotify:track:6DwnOj01tAOlzZgtNy2zxN,0.106,0.0424,0,-19.749000000000002,0,0.0365,0.887,0.899,0.134,0.0377,63.533,256240,4,23.271079999999998,12,0,2000
118,One Thing,Finger Eleven,spotify:track:2BepFzUWfczDk68DXj10w3,0.588,0.555,1,-9.401,1,0.0334,0.447,0.0,0.0806,0.445,151.991,279573,4,25.8805,13,1,2000
119,คนไร้ค่า,Stone Metal Fire,spotify:track:0K1U7QPsuA6tU0gJTvHZpC,0.473,0.46399999999999997,10,-8.112,0,0.0287,0.00267,0.000663,0.107,0.25,128.955,272400,3,47.53233,12,0,2000
120,You Know What It Is,T.I. Featuring Wyclef Jean,spotify:track:5Tc1KlDWyRnLLXL1y6ufsM,0.657,0.853,1,-4.757,0,0.252,0.17,0.0,0.0956,0.746,173.06599999999997,287133,4,24.82765,14,1,2000
121,AM To PM,Christina Milian,spotify:track:4e4dNzVG8DBQqbhX57Wxe8,0.872,0.86,0,-3.488,0,0.131,0.158,1.4099999999999999e-05,0.833,0.855,104.956,233587,4,54.45268000000001,9,1,2000
122,The Fear,Lily Allen,spotify:track:7bW6MqAdTclmHVHAOkIyPS,0.6609999999999999,0.847,10,-6.9479999999999995,1,0.0404,0.419,8.82e-05,0.107,0.522,134.002,207120,4,22.45476,8,1,2000
123,Fallout (Of Our Being),Nausea,spotify:track:6SO0RfXtb6kgYO17lNwKn8,0.308,0.935,2,-7.309,0,0.124,0.0025399999999999997,0.203,0.303,0.171,89.54700000000001,115853,4,71.55419,4,0,2000
124,Come A Little Closer,Dierks Bentley,spotify:track:4HE1X1MtjHCjxicUHYQmyW,0.585,0.5770000000000001,5,-5.752000000000001,1,0.0228,0.0587,0.0036899999999999997,0.102,0.335,80.02,282720,4,22.544520000000002,11,1,2000
125,Encarnar no Seu Corpo,Sarcasmo,spotify:track:2KS0Ce6rbK7nsV67Lj85uQ,0.191,0.996,2,-4.596,1,0.159,5.12e-05,0.132,0.315,0.0752,110.512,318360,4,29.58095,12,0,2000
126,Soul Sista,Bilal,spotify:track:54SqlaPV5mzRTBBWdnE1OO,0.598,0.41200000000000003,11,-9.838,1,0.14,0.815,0.000352,0.114,0.431,146.039,339847,4,28.833190000000002,18,1,2000
127,Blue Aphrodite,Jens Buchert,spotify:track:5ovM96XM7jgTMTLh5Cixel,0.569,0.46299999999999997,1,-12.440999999999999,1,0.0284,0.237,0.733,0.14800000000000002,0.218,109.039,190000,4,23.139210000000002,13,0,2000
128,Il trattamento,Cor Veleno,spotify:track:5qUWO7mmcF83PMftjF3P09,0.8029999999999999,0.821,1,-4.342,0,0.252,0.0449,0.0,0.115,0.763,100.031,229973,4,49.96968,7,0,2000
129,With Me - Massive Power Mix,Crush 40,spotify:track:2IqacX5Aw5vEMbrL1j5UI4,0.447,0.8740000000000001,8,-5.82,1,0.0457,6.52e-05,0.00078,0.0573,0.64,87.47399999999999,235000,4,33.77383,11,0,2000
130,I Wanna Be With You,Mandy Moore,spotify:track:4du0TY3NTgvQGlelrBHfDL,0.515,0.9079999999999999,8,-4.632,1,0.0368,0.0158,1.88e-05,0.41200000000000003,0.637,150.031,252600,4,36.74395,13,1,2000
131,Sunday School,Pretty Lights,spotify:track:0eU8KglPlVxVMZVDNGi7GU,0.7290000000000001,0.746,9,-4.84,0,0.0599,0.0464,0.114,0.105,0.562,94.977,391361,4,34.23814,16,0,2000
132,One More Time,Daft Punk,spotify:track:0DiWol3AO6WpXZgp0goxAV,0.611,0.6970000000000001,2,-8.618,1,0.133,0.0193,0.0,0.332,0.47600000000000003,122.75200000000001,320357,4,58.19603000000001,14,1,2000
133,Substream,Kyoto Jazz Massive,spotify:track:19EPTHJf2GpZaKWq2CW019,0.7709999999999999,0.903,0,-5.688,1,0.0551,0.004379999999999999,0.48100000000000004,0.33299999999999996,0.879,123.014,394880,4,32.53368,12,0,2000
134,I'm Like A Bird,Nelly Furtado,spotify:track:2tP7ZekzXfduShx8C6cbll,0.622,0.608,10,-5.085,1,0.036000000000000004,0.138,5.38e-06,0.273,0.607,89.661,243160,4,44.45434,8,1,2000
135,Girls Lie Too,Terri Clark,spotify:track:2Vn8Ea6fGOM3dsGYVcJ62G,0.499,0.883,4,-4.742,1,0.0451,0.0689,0.0,0.163,0.5329999999999999,138.80100000000002,214200,4,77.12451999999999,5,1,2000
136,Charity,Synapscape,spotify:track:3q7I36leqmQqjs4xAhXrO4,0.645,0.9840000000000001,0,-5.013,1,0.315,0.017,0.946,0.34,0.0466,132.894,249013,4,16.59496,11,0,2000
137,Om Namo Narayana Karna Ranjani K.Chappu Ambujam Krishna,Sudha Ragunathan,spotify:track:4N5jef6tQn5wg8pjxQ2BBd,0.522,0.32799999999999996,1,-13.715,1,0.0394,0.9440000000000001,0.0885,0.106,0.727,155.673,382200,5,166.1522,9,0,2000
138,Airport Sadness - 2008 Remaster,Brad Mehldau,spotify:track:0vqknpE0wpLA17uYiv4kUv,0.444,0.0162,5,-27.773000000000003,1,0.0452,0.993,0.922,0.0873,0.079,100.36399999999999,284213,4,29.45978,15,0,2000
139,Notorious Thugs,Scary Kids Scaring Kids,spotify:track:6BjA89sjpmQyvcWBQSZQGY,0.664,0.7609999999999999,4,-5.809,0,0.07,0.015,0.0,0.618,0.345,129.939,443080,4,24.17369,19,0,2000
140,Runaway,NB Ridaz Featuring Angelina,spotify:track:49hhlarIcc7kZe459BrXQ8,0.718,0.6709999999999999,11,-7.517,0,0.113,0.377,0.0,0.114,0.552,170.012,240133,4,38.890640000000005,13,1,2000
141,Mouth Of Ghosts,The Dillinger Escape Plan,spotify:track:0Le202Yj1zphNm3QyfN1sB,0.27899999999999997,0.9009999999999999,1,-7.0520000000000005,1,0.0557,0.000529,0.11800000000000001,0.37,0.268,119.95,409827,4,47.32667,13,0,2000
142,Closet Punk,D.R.I.,spotify:track:00cAz18F7uLKFwls8OrhNo,0.455,0.988,3,-3.075,0,0.122,0.0128,0.983,0.359,0.484,98.85,31560,4,9.53802,3,0,2000
143,The Sniper At The Gates Of Heaven,The Black Angels,spotify:track:3tX4hDnn0n6B066kOFmziQ,0.311,0.7090000000000001,4,-7.235,1,0.0331,0.00010400000000000001,0.215,0.156,0.34299999999999997,108.28399999999999,256627,4,29.34654,12,0,2000
144,Rock de la Carcel,Enrique Guzman,spotify:track:7LUtYl1Q0l6ImNwcBZJHyO,0.5920000000000001,0.418,2,-10.741,1,0.0585,0.679,0.00246,0.16,0.643,90.73200000000001,139627,4,30.697390000000002,8,0,2000
145,Full Metal Swimsuit,Agoraphobic Nosebleed,spotify:track:4ESpRPaf5sBc4rEPCkKtba,0.298,0.943,10,-4.019,0,0.18,8.53e-05,0.0038200000000000005,0.52,0.19899999999999998,102.7,34560,4,0.0,2,0,2000
146,"Tricky, Tricky",Lou Bega,spotify:track:4INRUdIART6zmdeLquiu5g,0.858,0.9470000000000001,0,-3.557,1,0.235,0.125,0.0,0.0367,0.9670000000000001,151.037,203133,4,21.8709,8,1,2000
147,Hall of the Mountain King,Apocalyptica,spotify:track:6U6ShLCW3mGVgkGARKNLhL,0.233,0.609,7,-5.852,1,0.0438,0.000849,0.826,0.0874,0.28,96.80799999999999,209347,4,29.07217,11,0,2000
148,If - Original Mix,Phaeleh,spotify:track:2ltpigohYJYHBQgy34u2LF,0.7120000000000001,0.496,10,-13.591,0,0.0602,0.0338,0.8009999999999999,0.10800000000000001,0.15,137.002,312000,4,28.901390000000003,10,0,2000
149,The Sprig of Thyme: No. 1. The bold grenadier,John Rutter,spotify:track:0qrluoRkYlnM7R46lJs6Gr,0.19,0.0237,5,-29.269000000000002,0,0.0397,0.991,0.0387,0.10400000000000001,0.14,103.604,182400,3,20.01717,10,0,2000
150,Number One,R. Kelly Featuring Keri Hilson,spotify:track:5nB5bek72WORC5jegCIPNk,0.65,0.813,0,-4.673,1,0.11199999999999999,0.228,0.0,0.18,0.5760000000000001,136.796,260867,4,48.46709,10,1,2000
151,Wednesday Night Prayer Meeting - Alternative Take,Charles Mingus,spotify:track:42IqaW4VDhFomQMojirykk,0.377,0.45299999999999996,5,-14.669,0,0.0636,0.45899999999999996,0.00268,0.0921,0.607,126.93,341333,3,35.14482,15,0,2000
152,Not Nineteen Forever,Courteeners,spotify:track:1bSkRvS1uWHI1QL0aJbvyC,0.402,0.92,2,-2.944,1,0.0408,0.000174,0.0,0.0807,0.297,139.793,243973,4,150.0781,6,0,2000
153,Taxidermist,False Prophets,spotify:track:5TmLCuGKfXZVahBnTs2Bws,0.13699999999999998,0.853,11,-8.79,0,0.0972,0.000129,0.00229,0.0473,0.252,187.209,274493,4,106.25521,8,0,2000
154,Get No Better,Cassidy Featuring Mashonda,spotify:track:30KGtFjHhlT3JMX5s4IklU,0.7170000000000001,0.597,2,-7.83,1,0.18899999999999997,0.292,0.0,0.128,0.5660000000000001,95.01799999999999,234853,4,30.245179999999998,12,1,2000
155,In A Red Dress And Alone,Evans Blue,spotify:track:4Mt82f1x76cieBiHaCLQxi,0.34700000000000003,0.882,0,-4.444,1,0.0799,0.00016299999999999998,0.142,0.29600000000000004,0.455,178.321,189533,4,25.299139999999998,8,0,2000
156,Message Horn's Enchanting Echo,Daemonia Nymphe,spotify:track:32MUHfMmhX9qNmNw1MawUb,0.252,0.111,0,-15.312000000000001,0,0.0368,0.981,0.516,0.11599999999999999,0.23,95.929,137520,4,57.71955,7,0,2000
157,No More Drama,Mary J. Blige,spotify:track:7GCE5mQQsyqswYbEkCieK5,0.623,0.828,6,-6.265,0,0.212,0.509,7.77e-06,0.0946,0.5920000000000001,97.926,248320,4,40.53372,8,1,2000
158,Peligroso Pop,Plastilina Mosh,spotify:track:5lwPvoxq9H3eAawY4236zP,0.713,0.907,6,-4.132,0,0.0336,0.000468,0.00524,0.0846,0.7390000000000001,135.055,216600,4,28.53523,9,0,2000
159,Broken,Lifehouse,spotify:track:5f6cTFoUenDiCJDGecYiuB,0.534,0.708,11,-5.732,1,0.0402,0.08900000000000001,0.0,0.192,0.488,130.639,286480,4,45.462720000000004,12,1,2000
160,Boy From School,Hot Chip,spotify:track:1L8H6AuK4TaMmolSL0N0mR,0.631,0.863,8,-3.963,0,0.0297,0.161,5.85e-05,0.0846,0.49700000000000005,125.994,319653,4,77.17961,13,0,2000
161,All Hail Shadow,Crush 40,spotify:track:0O2TR0dmwnPejopBpMpv9e,0.308,0.934,7,-6.939,1,0.0824,2.35e-06,3.69e-06,0.0896,0.419,170.00900000000001,241693,4,21.19217,9,0,2000
162,I Get Money,50 Cent,spotify:track:1FKFCvi0i46qEJLZSEBH8p,0.525,0.9329999999999999,9,-4.673,1,0.35600000000000004,0.159,0.000241,0.311,0.457,122.631,223720,5,25.31908,9,1,2000
163,Mr. Carter,Lil Wayne Featuring Jay-Z,spotify:track:2tQM1BUrXp2kqOM6mN11TC,0.486,0.71,7,-6.287000000000001,1,0.363,0.0445,0.0,0.35,0.47200000000000003,170.86,316267,4,20.015320000000003,15,1,2000
164,What Kinda Gone,Chris Cagle,spotify:track:7uPReljrrTaqzDCcx4JHmi,0.494,0.861,5,-5.236000000000001,1,0.0365,0.257,0.0,0.10300000000000001,0.6679999999999999,172.05200000000002,181613,4,56.41995,7,1,2000
165,La valse d'Amélie - Version piano,Yann Tiersen,spotify:track:78IQDW7yyMzJavHiWqfBWR,0.19399999999999998,0.179,9,-16.836,0,0.0413,0.988,0.86,0.0819,0.179,177.667,158667,3,30.35531,7,0,2000
166,Tattoos Fade,World / Inferno Friendship Society,spotify:track:6ODgAJmmQAiESP03dOa8gQ,0.293,0.877,9,-6.468999999999999,1,0.0707,0.0813,0.0437,0.0917,0.584,69.219,312893,4,57.28589,14,0,2000
167,Why I Love You,B2K,spotify:track:0fPBKo78nKsbIla2ExeefC,0.698,0.618,0,-5.83,1,0.0282,0.0482,0.0,0.11599999999999999,0.37,89.98100000000001,240640,4,26.484170000000002,9,1,2000
168,Kingdom Business,Canton Jones,spotify:track:5XFzsWkAeiWVasprx2CBOE,0.648,0.7759999999999999,11,-5.6979999999999995,0,0.252,0.0036200000000000004,0.0,0.179,0.446,91.21799999999999,246960,4,35.9768,12,0,2000
169,I Look To You,Whitney Houston,spotify:track:1rAESNsSXvXpJh9hCjgHVX,0.55,0.373,4,-6.31,1,0.0286,0.7170000000000001,0.0,0.096,0.10099999999999999,101.84,265613,4,73.7704,11,1,2000
170,Never Scared,Bone Crusher Featuring Killer Mike & T.I.,spotify:track:4kmIO0yPq92dXtKCL28RfC,0.586,0.927,11,-4.077,0,0.19399999999999998,0.00924,1.85e-06,0.344,0.528,73.023,316133,4,27.206979999999998,16,1,2000
171,My Band,D12,spotify:track:4XHQyvbrBsQaaBUW1VvmsL,0.848,0.8540000000000001,6,-3.305,0,0.0845,0.47,2.29e-06,0.106,0.8759999999999999,120.024,298773,4,33.02932,15,1,2000
172,Aaj Mausam Bada Be-Iman Hai,Mohammed Rafi,spotify:track:3ptSDu7LuyCGaXaD38MEfP,0.336,0.449,0,-13.267000000000001,1,0.0367,0.9,7e-05,0.109,0.547,139.13,379867,4,46.31308,16,0,2000
173,And Here We Test Our Powers Of Observation,The Bad Plus,spotify:track:2fNCSdonK3E2ODMvAUx92e,0.36700000000000005,0.833,8,-8.8,1,0.0322,0.19699999999999998,0.8029999999999999,0.136,0.491,93.08,261400,4,16.78397,15,0,2000
174,All The Right Moves,OneRepublic,spotify:track:5XRHGXut00SrJUFmcn2lQF,0.529,0.948,0,-3.5269999999999997,1,0.0474,0.258,9.35e-06,0.28300000000000003,0.65,146.024,238000,4,25.16272,11,1,2000
175,Girls Around The World,Lloyd Featuring Lil Wayne,spotify:track:6fju5NbZznZRZDfP7mpZ56,0.727,0.83,7,-8.699,1,0.125,0.0286,0.000368,0.145,0.59,97.602,229800,4,47.60881,8,1,2000
176,Jazz,Pretty Balanced,spotify:track:5DynuE4Qw0OPVifgP0BPWK,0.374,0.344,6,-9.012,0,0.0341,0.45899999999999996,0.397,0.0915,0.0386,152.11,318880,4,26.48821,15,0,2000
177,Hush Hush,The Pussycat Dolls Featuring Nicole Scherzinger,spotify:track:2H9CKpZiLDF223BbwehpDF,0.613,0.778,10,-3.9330000000000003,0,0.0689,0.0985,0.0,0.35600000000000004,0.626,129.483,252093,4,91.30839,8,1,2000
178,Walking with a Ghost,Tegan and Sara,spotify:track:7ImkjvM1OKWhJ5HIPOHcHE,0.7879999999999999,0.541,6,-5.987,0,0.0387,0.125,0.000231,0.0679,0.9279999999999999,118.05799999999999,150293,4,29.233190000000004,6,0,2000
179,G'd Up,Snoop Dogg Presents Tha Eastsidaz,spotify:track:1zIXpzuCC7FM4kECt2eEzu,0.9079999999999999,0.763,1,-5.739,1,0.28,0.0395,0.0,0.0646,0.593,97.10600000000001,273467,4,23.51463,11,1,2000
180,Whore to a Chainsaw,Thy Art Is Murder,spotify:track:6DR4rQ3pSQq9N8vMa0l8mR,0.295,0.9670000000000001,1,-6.327999999999999,0,0.16899999999999998,7.730000000000001e-05,0.784,0.217,0.254,149.99,200747,1,28.35758,9,0,2000
181,Can't Let You Go,Fabolous Featuring Mike Shorey & Lil' Mo,spotify:track:6lrRIfQDcikJ5y5DtyZPuJ,0.6459999999999999,0.6,9,-6.569,1,0.45799999999999996,0.231,0.0,0.0794,0.8109999999999999,192.082,223973,4,26.98133,14,1,2000
182,The Ravenous Beast,Destruction,spotify:track:1PJSHuwghcl1htfLf4KvBV,0.419,0.988,3,-2.241,0,0.111,0.000304,0.589,0.289,0.37799999999999995,97.036,189133,4,25.31017,10,0,2000
183,Bad Habits,Maxwell,spotify:track:0f62w1teOSaYgKObtzygaR,0.6609999999999999,0.67,11,-7.645,0,0.258,0.0873,2.01e-06,0.0794,0.6609999999999999,148.02,352280,4,67.8362,14,1,2000
184,Nude,Radiohead,spotify:track:5k7VKj1Xwy5DjO4B0PdAOb,0.537,0.342,4,-9.785,1,0.0338,0.833,0.6,0.0856,0.156,128.33100000000002,255387,3,40.58623,10,1,2000
185,The Curly Shuffle,Jump 'N' The Saddle Band,spotify:track:5Pijq9ImAu5xweS1lxAKwK,0.632,0.484,9,-11.772,1,0.10400000000000001,0.156,0.0,0.153,0.873,80.687,174707,4,46.8153,9,0,2000
186,Heaven,Los Lonely Boys,spotify:track:2mQ1RBK7s87mdPCzh97RSH,0.664,0.862,6,-5.403,1,0.0679,0.37799999999999995,4.19e-06,0.0824,0.782,91.91,227347,4,33.83419,8,1,2000
187,I Want You,Janet Jackson,spotify:track:5xDDEqO786YBj3tJDSR2Ms,0.643,0.843,3,-5.5329999999999995,1,0.0384,0.172,0.0247,0.122,0.6659999999999999,105.744,252800,3,50.25079,9,1,2000
188,Steam,Ty Herndon,spotify:track:2sPXJCnKyQ1SWjc2JdFnQK,0.6759999999999999,0.738,6,-6.693,1,0.0262,0.0497,2.7000000000000004e-06,0.0784,0.6970000000000001,101.944,216693,4,21.42116,12,1,2000
189,Proper Rock,The Chap,spotify:track:7tCql58FzOCWiROAfH2O6o,0.509,0.59,9,-10.096,1,0.0891,0.00413,0.0202,0.0633,0.624,159.945,235173,4,52.04269,10,0,2000
190,Right Thurr,Chingy,spotify:track:0l3GEbH3CviUytD6iX4wzg,0.866,0.7490000000000001,2,-3.977,1,0.253,0.15,0.0,0.0614,0.8909999999999999,92.074,250747,4,20.80496,10,1,2000
191,Eppo Varuvaro - Johnpuri - Adi,Neyyattinkara Vasudevan,spotify:track:0SpnECT7VaSHxbRqR6gC3E,0.435,0.8059999999999999,7,-5.222,1,0.0819,0.395,0.0,0.0842,0.596,93.162,258053,4,24.19913,9,0,2000
192,Take Your Time (Coming Home),fun.,spotify:track:2WmF4SAbX81fLDXhYsAMf9,0.436,0.746,2,-5.301,1,0.0843,0.0768,2.49e-06,0.126,0.301,132.06,471267,4,46.90335,18,0,2000
193,Why Can't I?,Liz Phair,spotify:track:4z4PB23xYTg1oANmyZovsw,0.48700000000000004,0.759,11,-4.849,1,0.0405,0.0273,0.0,0.165,0.22699999999999998,80.958,208360,4,37.25538,10,1,2000
194,"7 Songs on Chinese Poems, Op. 71 No. 4: Traveling Song",Alexander Tcherepnin,spotify:track:1VAljuZRSK9hdWrowK8WAy,0.585,0.12300000000000001,3,-13.695,1,0.0711,0.99,0.0104,0.14300000000000002,0.9690000000000001,115.145,102907,4,35.1975,6,0,2000
195,Here We Go Again,Demi Lovato,spotify:track:33RJ3P6wc0B0FIyDalhNTv,0.585,0.927,5,-5.252999999999999,1,0.04,0.00432,0.0,0.17800000000000002,0.672,142.043,226253,4,47.06438,6,1,2000
196,Goodbye,Jagged Edge,spotify:track:3PcocqQL1Qn6LtUxjSlk4R,0.821,0.727,6,-6.2620000000000005,1,0.105,0.134,2.4e-06,0.0532,0.971,130.0,273020,4,67.4764,11,1,2000
197,Too Bad,Nickelback,spotify:track:2cCWbBmadLbKvr9xddC79R,0.598,0.8079999999999999,10,-5.209,1,0.0388,0.0030399999999999997,0.0,0.147,0.28800000000000003,128.025,232240,4,34.01039,11,1,2000
198,Take You There,Sean Kingston,spotify:track:6AdLyvisRKHLAwARaZMGr6,0.752,0.9209999999999999,5,-4.321000000000001,0,0.0696,0.0182,0.0,0.256,0.634,115.03299999999999,236693,4,51.402390000000004,13,1,2000
199,"Symphony No. 8 in B Minor, D. 759, ""Unfinished"": I. Allegro moderato",Franz Schubert,spotify:track:5VNiNarIW6OOx2UvRIQv4C,0.128,0.045,11,-17.723,0,0.0385,0.9420000000000001,0.894,0.115,0.0395,85.90700000000001,687067,4,72.51274000000001,34,0,2000
200,Holly Park,Brandtson,spotify:track:0eGWKb3AFCQGPzEzrHK9HW,0.244,0.67,6,-5.9239999999999995,1,0.0286,0.000685,0.00274,0.109,0.502,170.65400000000002,331467,3,59.1293,13,0,2000
201,Female Buddha Taras Mantra - Tibetan Chant plus Urban Groove,Lama Surya Das & Steven Halpern,spotify:track:4jltSJWHhH9IBq980mhfTg,0.603,0.253,5,-14.335999999999999,0,0.0282,0.67,0.0854,0.11599999999999999,0.0999,76.91199999999999,347653,4,22.75065,17,0,2000
202,A Child Is Born,Jon Kennedy,spotify:track:6GFDygDJvoYm4NHECc8BIR,0.6759999999999999,0.73,9,-10.380999999999998,1,0.0296,0.39299999999999996,0.125,0.136,0.664,104.001,216533,4,42.74351,8,0,2000
203,Death Defying Years,Half the World,spotify:track:7B3LRoWMuBFvYImwsSsXcm,0.45399999999999996,0.9109999999999999,2,-3.8569999999999998,1,0.0794,0.0184,0.0,0.128,0.445,93.21799999999999,186760,4,58.33991999999999,6,0,2000
204,Anphisbena,Opera IX,spotify:track:0m44z5yhxeWssBgxf2sBTv,0.075,0.858,9,-5.01,0,0.0651,2.71e-06,0.79,0.0395,0.31,61.106,462400,4,37.73448,20,0,2000
205,Feels Just Like It Should,Pat Green,spotify:track:4jVipHalgvFVz3Smp4aQID,0.6579999999999999,0.742,1,-3.511,1,0.0319,0.39,0.000331,0.125,0.698,123.316,227027,4,42.516009999999994,8,1,2000
206,Sexual (Li Da Di),Amber,spotify:track:4jCWcK6PhbnzOCAFJEztUm,0.623,0.898,4,-6.604,0,0.0309,0.000192,0.303,0.138,0.7859999999999999,130.993,226227,4,30.7697,12,1,2000
207,Tequila Makes Her Clothes Fall Off,Joe Nichols,spotify:track:6IC6VhpV7D8T1t037Atqpu,0.664,0.706,2,-7.045,1,0.027000000000000003,0.129,1.06e-06,0.0857,0.6809999999999999,93.96799999999999,187053,4,48.33546,7,1,2000
208,Again,Faith Evans,spotify:track:17Yws6NV4W7lAGPtq4UPIT,0.489,0.763,7,-6.077000000000001,1,0.24,0.0158,0.0,0.42,0.36200000000000004,173.822,198787,4,41.44659,11,1,2000
209,Underneath It All,No Doubt Featuring Lady Saw,spotify:track:6fR6Z0Vc1K6yQWNUIKjAIR,0.7290000000000001,0.731,4,-4.823,1,0.0682,0.235,1.35e-06,0.391,0.838,138.204,302720,4,22.99943,15,1,2000
210,Maria Rosario,Los Amantes De Lola,spotify:track:1QnaEDLQn4nz0z8vWOrh0r,0.723,0.65,2,-7.127999999999999,0,0.0419,0.0115,0.00774,0.077,0.966,124.471,297187,4,62.76144,10,0,2000
211,Hellraiser - VNV Nation Remix,Suicide Commando,spotify:track:53SYH7zZomYLOBSMNUW1Xl,0.524,0.894,2,-9.573,1,0.0328,0.000364,0.846,0.15,0.212,140.003,403573,4,30.590559999999996,15,0,2000
212,On Fire,Lil Wayne,spotify:track:50mX6QmpQX4cCsRYJ9fGM3,0.626,0.866,11,-4.065,0,0.0408,0.00316,0.000364,0.171,0.545,132.031,248240,4,29.767570000000003,13,1,2000
213,The Boss,Rick Ross Featuring T-Pain,spotify:track:3n5qF6aprwEIjHWuH5jECM,0.431,0.8420000000000001,7,-4.072,1,0.35700000000000004,0.008759999999999999,0.0,0.309,0.61,83.66,225653,4,61.26174,11,1,2000
214,Days Go By,Dirty Vegas,spotify:track:2RLpFEf6d0708O7Bqhjyxg,0.7859999999999999,0.853,9,-8.274,0,0.0688,0.0499,0.0872,0.35,0.309,126.99,432147,4,18.48264,19,1,2000
215,Green Light,John Legend Featuring Andre 3000,spotify:track:72by3Re4C3eVEBXvsUo0zV,0.622,0.882,9,-5.59,0,0.11900000000000001,0.0912,0.0,0.21600000000000003,0.762,77.506,284187,4,27.35507,11,1,2000
216,Improvisation 10,Joe Mcphee,spotify:track:2Rafn6JsLdVC9AFwhVXVie,0.39299999999999996,0.0523,9,-22.590999999999998,0,0.0452,0.9670000000000001,0.255,0.0768,0.0853,140.55700000000002,439240,3,63.46445,21,0,2000
217,Rosa de Metal,Red Wine,spotify:track:7x2v2qFUQRCeG9QEsfrRHs,0.40399999999999997,0.958,9,-4.405,0,0.0683,0.00139,0.0,0.0451,0.32799999999999996,90.09899999999999,257760,4,103.01444000000001,7,0,2000
218,Me And The Bean,Spoon,spotify:track:5oXaBT2x1pESGjgHFZApKa,0.665,0.6459999999999999,4,-7.949,0,0.0394,0.00491,0.000204,0.19899999999999998,0.9620000000000001,133.724,213800,4,22.825689999999998,12,0,2000
219,American Saturday Night,Brad Paisley,spotify:track:7xJqaCgeteqWPogqjjxkBl,0.48700000000000004,0.938,4,-5.466,1,0.0533,0.0721,2.6300000000000002e-05,0.522,0.733,157.795,274200,4,26.730529999999998,12,1,2000
220,I Need To Know,Marc Anthony,spotify:track:7ffwRz8lZyDOE4Vj58Lo72,0.813,0.9490000000000001,3,-2.563,0,0.0336,0.486,9.75e-06,0.11199999999999999,0.792,115.061,227707,4,31.46063,10,1,2000
221,PCP Rock,Friends Forever,spotify:track:53LaeFXgkHNb9hM9n5ptTP,0.13699999999999998,0.8390000000000001,5,-3.048,1,0.0601,3.9399999999999995e-05,0.885,0.305,0.132,142.31799999999998,219973,3,32.59319,11,0,2000
222,Feel you (I Love Trance Mix),Marc Et Claude,spotify:track:5uUZVbmtFxOWVqREYEeGhA,0.6559999999999999,0.847,6,-7.47,0,0.0375,0.000123,0.32899999999999996,0.0807,0.43,136.988,416133,4,28.94016,14,0,2000
223,Metal Army March,Witchtrap,spotify:track:1S0gaD9ikgSVPF1NQ60aS6,0.469,0.894,4,-8.321,1,0.0843,0.0676,0.188,0.0765,0.326,96.906,446560,4,41.58398,14,0,2000
224,Because Of You,Ne-Yo,spotify:track:6CFPFnS9EcLs2I0nWqtWci,0.81,0.5379999999999999,0,-5.784,0,0.0356,0.528,0.0,0.0951,0.828,109.97,266840,4,24.35569,9,1,2000
225,Drive (For Daddy Gene),Alan Jackson,spotify:track:3xzoXqypESowMIDPX760Ds,0.7090000000000001,0.61,11,-7.206,1,0.0434,0.317,0.0,0.102,0.475,125.189,242067,4,23.93504,9,1,2000
226,Watching Airplanes,Gary Allan,spotify:track:63u5QGp9dKXAoYTVKUKBYn,0.374,0.711,11,-3.5869999999999997,1,0.0354,0.547,4.1200000000000005e-05,0.147,0.46799999999999997,160.001,242947,4,33.358959999999996,12,1,2000
227,Techno Dup,Marc Smith,spotify:track:38gzBsBLkGM4V8G6UFus80,0.654,0.943,8,-6.127000000000001,1,0.0964,0.0025,0.9079999999999999,0.141,0.691,165.99200000000002,305373,4,23.90276,15,0,2000
228,Numb,Linkin Park,spotify:track:2nLtzopw4rPReszdYBJU6h,0.496,0.863,9,-4.1530000000000005,1,0.0381,0.0046,0.0,0.639,0.243,110.01799999999999,185587,4,52.779309999999995,6,1,2000
229,"Swing, Swing",The All-American Rejects,spotify:track:003FTlCpBTM4eSqYSWPv4H,0.5529999999999999,0.7170000000000001,7,-5.857,1,0.0318,6.48e-05,0.128,0.0385,0.318,127.947,233267,4,29.844409999999996,12,1,2000
230,Don't Wait,Dashboard Confessional,spotify:track:0iufOeur7VOffzvM1U35QN,0.42200000000000004,0.836,3,-4.088,1,0.0361,0.000251,0.0016600000000000002,0.35100000000000003,0.165,154.013,245000,4,38.8046,12,1,2000
231,Love Is Sold,Dj Spinna,spotify:track:5WOj1kKV0HWrCsK5ibnRup,0.777,0.635,1,-7.231,1,0.13,0.00061,0.516,0.0688,0.503,112.01899999999999,399840,4,25.52146,16,0,2000
232,Foolish,Ashanti,spotify:track:6zMUIb4uce1CzpbjR3vMdN,0.665,0.696,0,-5.763,1,0.0521,0.337,0.0,0.106,0.711,90.116,227387,4,25.28125,9,1,2000
233,Not Today,Mary J. Blige Featuring Eve,spotify:track:1tWgwttq1I2RlcJFN1dfNh,0.907,0.628,10,-2.551,0,0.0796,0.44799999999999995,1.32e-06,0.0423,0.902,94.027,253867,4,29.4249,13,1,2000
